ID,Age,Economic Status,Profession,Average Pokemon Level,Criminal Record,Win Ratio,Is Pokemon Champion,Battle Strategy,Number of Migrations,Rare Item Holder,Charity Participation,Team Rocket,Debt
2405,55,Middle,Rocket Grunt,56,0,49,0,Unpredictable,22,0,1,0,0
2406,24,Low,Breeder,40,0,53,0,Defensive,18,0,1,0,0
2407,41,Middle,Gym Leader Assistant,59,0,46,0,Aggressive,10,0,1,0,0
2408,46,Middle,Black Market Dealer,41,0,31,0,Aggressive,6,0,1,0,0
2409,43,Middle,Champion,30,0,25,0,Aggressive,8,0,1,0,0
2410,22,Low,Biker,48,0,36,0,Unpredictable,21,0,1,0,0
2411,54,Low,Champion,45,0,24,0,Aggressive,21,0,1,0,0
2412,13,High,Gym Leader Assistant,85,0,83,0,Unpredictable,17,0,1,0,0
2413,51,Middle,Scientist,37,0,37,0,Unpredictable,12,0,1,0,0
2414,25,High,Rocket Grunt,80,0,30,0,Unpredictable,1,0,1,0,0
2415,66,Low,Police Officer,43,0,35,0,Defensive,17,0,1,0,0
2416,20,High,Rocket Grunt,9,0,21,0,Unpredictable,21,0,1,0,0
2417,16,High,Nurse,35,0,57,0,Aggressive,3,0,1,0,0
2418,68,High,Casino Worker,95,0,72,0,Unpredictable,18,0,1,0,0
2419,56,Middle,Elite Trainer,17,0,66,0,Defensive,10,0,1,0,0
2420,22,Low,Elite Trainer,18,0,64,0,Aggressive,24,0,1,0,0
2421,16,Low,Nurse,19,0,59,0,Aggressive,8,0,1,0,0
2422,54,Middle,Underground Battler,73,0,57,0,Defensive,13,0,1,0,0
2423,53,High,Biker,41,0,52,0,Aggressive,10,0,1,0,0
2424,53,High,Nurse,56,0,21,0,Unpredictable,4,0,1,0,0
2425,27,Low,Rocket Grunt,35,0,31,0,Unpredictable,12,0,1,0,0
2426,34,High,Elite Trainer,80,0,82,0,Aggressive,22,0,1,0,0
2427,31,Low,Breeder,47,0,33,0,Unpredictable,12,1,0,1,1
2428,69,Low,Police Officer,74,0,21,0,Aggressive,5,0,1,0,0
2429,26,High,Champion,9,0,26,0,Aggressive,21,0,1,0,0
2430,41,Low,Scientist,21,0,32,0,Defensive,24,0,1,0,0
2431,59,High,Scientist,59,0,68,0,Aggressive,6,0,1,0,0
2432,59,Middle,PokéMart Seller,12,0,80,0,Aggressive,12,0,1,0,0
2433,62,Low,Researcher,14,0,84,0,Aggressive,7,0,1,0,0
2434,48,Middle,Biker,50,0,82,0,Defensive,21,0,1,0,0
2435,38,Low,Police Officer,73,0,42,0,Defensive,14,0,0,1,1
2436,21,Middle,Breeder,81,0,62,0,Defensive,16,0,1,0,0
2437,61,Low,Elite Trainer,27,0,25,0,Unpredictable,8,0,1,0,0
2438,37,Middle,Researcher,17,0,70,0,Defensive,24,0,1,0,0
2439,20,High,Daycare Worker,98,0,43,0,Aggressive,14,0,1,0,0
2440,10,Middle,Daycare Worker,100,0,38,0,Defensive,19,0,1,0,0
2441,38,Middle,Biker,27,0,41,0,Aggressive,9,0,1,0,0
2442,57,Middle,Researcher,52,0,69,0,Defensive,14,0,1,0,0
2443,53,Middle,Black Market Dealer,73,0,68,0,Defensive,24,0,1,0,0
2444,24,Middle,Police Officer,48,1,38,0,Defensive,22,1,0,1,1
2445,35,High,Biker,35,0,45,0,Unpredictable,13,0,1,0,0
2446,61,Middle,Casino Worker,32,0,81,0,Aggressive,17,0,1,0,0
2447,65,High,PokéMart Seller,57,0,25,0,Unpredictable,18,0,1,0,0
2448,15,Middle,PokéMart Seller,17,0,30,0,Defensive,14,0,1,0,0
2449,32,High,Rocket Grunt,7,0,34,0,Defensive,23,0,1,0,0
2450,69,Middle,Elite Trainer,84,1,39,0,Aggressive,27,0,1,1,1
2451,39,Low,Breeder,98,0,57,0,Unpredictable,10,0,1,0,0
2452,33,Low,Scientist,21,0,64,0,Unpredictable,17,1,0,1,1
2453,23,Low,Researcher,29,0,47,0,Unpredictable,15,0,1,0,0
2454,50,Low,Biker,11,0,26,0,Aggressive,23,0,1,0,0
2455,15,Low,Rocket Grunt,46,0,71,0,Unpredictable,3,0,1,0,0
2456,21,Middle,Fisherman,40,0,71,0,Aggressive,6,0,1,0,0
2457,53,Low,Rocket Grunt,56,0,30,0,Defensive,11,0,1,0,0
2458,69,Middle,Underground Battler,49,0,52,0,Aggressive,18,0,1,0,0
2459,17,Low,Biker,36,0,61,0,Aggressive,4,0,1,0,0
2460,48,Middle,Underground Battler,39,0,82,0,Aggressive,15,0,1,0,0
2461,63,Low,Fisherman,59,0,45,0,Unpredictable,4,0,1,0,0
2462,66,Middle,Researcher,13,0,41,0,Defensive,17,0,1,0,0
2463,15,Middle,Casino Worker,10,0,77,0,Unpredictable,3,0,1,0,0
2464,43,Middle,Breeder,74,0,54,0,Aggressive,17,0,1,0,0
2465,63,High,Underground Battler,14,0,53,0,Aggressive,15,0,1,0,0
2466,64,High,Casino Worker,68,0,48,0,Aggressive,7,0,1,0,0
2467,17,Middle,Casino Worker,91,0,85,0,Defensive,7,0,1,0,0
2468,66,Low,Underground Battler,92,0,66,0,Defensive,18,0,1,0,0
2469,58,Middle,Fisherman,8,0,83,0,Defensive,19,0,1,0,0
2470,23,Middle,Underground Battler,56,0,44,0,Defensive,2,0,1,0,0
2471,24,Low,Casino Worker,86,0,47,0,Defensive,9,0,1,0,0
2472,21,Middle,Breeder,97,0,31,0,Aggressive,16,0,1,0,0
2473,43,Middle,PokéMart Seller,28,0,84,0,Defensive,16,1,0,1,1
2474,55,Low,Nurse,17,0,42,0,Defensive,29,0,0,1,0
2475,30,Middle,Breeder,65,0,66,0,Unpredictable,14,0,1,0,0
2476,16,High,Police Officer,14,0,79,0,Aggressive,20,1,0,1,1
2477,50,High,Fisherman,56,0,25,0,Aggressive,0,0,1,0,0
2478,61,Middle,Gym Leader Assistant,57,0,35,0,Aggressive,15,0,1,0,0
2479,32,Low,Underground Battler,73,0,32,0,Aggressive,4,0,1,0,0
2480,40,Low,Elite Trainer,85,1,81,0,Defensive,19,0,1,1,1
2481,67,Middle,Nurse,39,1,84,0,Unpredictable,24,1,0,1,1
2482,53,High,Underground Battler,24,0,77,0,Aggressive,13,0,1,0,0
2483,34,Middle,Champion,42,0,26,0,Aggressive,18,0,1,0,0
2484,36,Middle,Rocket Grunt,26,1,84,0,Aggressive,26,0,0,1,1
2485,52,Low,Police Officer,73,0,50,0,Unpredictable,17,0,1,0,0
2486,42,Middle,PokéMart Seller,84,0,42,0,Defensive,24,0,1,0,0
2487,56,Middle,Biker,82,1,65,0,Defensive,30,1,0,1,1
2488,34,High,Underground Battler,55,0,37,0,Defensive,12,0,1,0,0
2489,59,High,Biker,36,0,85,0,Defensive,22,0,1,0,0
2490,12,High,Police Officer,67,0,46,0,Defensive,19,0,0,1,1
2491,64,Low,Biker,49,0,22,0,Aggressive,17,0,1,0,0
2492,13,High,Casino Worker,64,0,29,0,Defensive,22,0,1,0,0
2493,53,Middle,Police Officer,76,0,50,0,Defensive,2,0,1,0,0
2494,34,Low,Nurse,84,0,50,0,Defensive,17,0,1,0,0
2495,68,Low,Nurse,17,0,53,0,Aggressive,18,0,1,0,0
2496,67,Low,Police Officer,37,0,69,0,Aggressive,18,0,1,0,0
2497,32,Low,Gym Leader Assistant,57,0,73,0,Aggressive,5,0,1,1,1
2498,25,Middle,Scientist,21,0,56,0,Unpredictable,0,0,1,0,0
2499,58,Middle,Underground Battler,22,0,36,0,Unpredictable,2,0,1,0,0
2500,46,Low,Police Officer,87,0,46,0,Aggressive,1,0,1,0,0
2501,33,High,Nurse,92,0,78,0,Unpredictable,25,0,1,0,0
2502,63,High,Black Market Dealer,13,0,53,0,Unpredictable,12,0,1,0,0
2503,50,Low,Scientist,24,0,46,0,Unpredictable,15,0,1,0,0
2504,66,Low,Elite Trainer,98,0,72,0,Unpredictable,17,0,1,0,0
2505,23,Low,Underground Battler,92,0,44,1,Aggressive,5,0,1,1,0
2506,59,Middle,Daycare Worker,68,0,55,0,Unpredictable,11,1,0,1,1
2507,66,Low,Researcher,46,0,57,0,Aggressive,25,0,1,0,0
2508,55,Low,Biker,46,0,67,0,Unpredictable,15,0,1,0,0
2509,68,Middle,Police Officer,76,1,68,0,Aggressive,27,1,0,1,1
2510,62,Middle,Researcher,86,1,32,0,Aggressive,5,0,1,1,0
2511,37,Middle,Breeder,42,1,85,0,Aggressive,12,0,1,1,0
2512,64,Low,Breeder,16,0,51,0,Aggressive,18,0,1,0,0
2513,41,Middle,Scientist,92,0,67,0,Aggressive,23,0,1,0,0
2514,40,Low,Daycare Worker,58,1,44,0,Aggressive,13,1,0,1,1
2515,40,High,Underground Battler,77,0,21,0,Unpredictable,18,0,1,0,0
2516,66,Low,Rocket Grunt,35,0,77,0,Defensive,15,0,1,0,0
2517,47,Middle,PokéMart Seller,11,0,43,0,Unpredictable,4,0,1,0,0
2518,43,High,Researcher,36,1,78,0,Aggressive,4,0,1,1,0
2519,22,Middle,Casino Worker,46,0,45,0,Aggressive,20,0,1,0,0
2520,14,Middle,Elite Trainer,51,0,27,0,Aggressive,14,0,1,0,0
2521,34,High,Breeder,18,0,75,0,Unpredictable,16,0,1,0,0
2522,21,High,Daycare Worker,22,0,55,0,Aggressive,25,0,1,0,0
2523,34,Low,Daycare Worker,21,0,75,0,Unpredictable,13,0,1,0,0
2524,44,Middle,Casino Worker,60,0,43,0,Unpredictable,4,0,1,0,0
2525,15,Low,Underground Battler,54,0,39,0,Unpredictable,26,1,0,1,1
2526,62,High,Champion,10,0,43,0,Aggressive,13,0,1,0,0
2527,52,Middle,Researcher,70,1,53,0,Aggressive,9,1,1,1,1
2528,30,Middle,PokéMart Seller,60,0,70,0,Defensive,4,0,1,0,0
2529,69,Middle,Black Market Dealer,80,0,41,0,Defensive,16,0,1,0,0
2530,65,Low,Black Market Dealer,28,0,38,0,Defensive,0,0,1,0,0
2531,46,High,Champion,43,0,65,0,Defensive,2,0,1,0,0
2532,32,Low,Researcher,40,0,64,0,Defensive,6,0,1,0,0
2533,67,Middle,Casino Worker,64,0,58,0,Aggressive,9,0,0,1,1
2534,20,Low,Police Officer,15,1,44,0,Aggressive,17,0,1,1,1
2535,20,Middle,Breeder,30,0,64,0,Unpredictable,12,0,1,0,0
2536,65,Low,Underground Battler,6,0,80,0,Defensive,22,0,1,0,0
2537,68,Low,Breeder,75,0,51,0,Unpredictable,22,0,1,0,0
2538,26,Middle,Casino Worker,75,0,67,0,Unpredictable,8,0,1,0,0
2539,53,Low,Nurse,26,0,63,0,Aggressive,23,0,1,0,0
2540,29,High,Casino Worker,7,0,64,0,Aggressive,16,0,1,0,0
2541,63,Low,Champion,84,0,55,0,Unpredictable,13,0,1,0,0
2542,21,Middle,Underground Battler,44,1,89,0,Unpredictable,16,1,0,1,1
2543,43,Middle,Gym Leader Assistant,60,0,30,0,Unpredictable,10,0,1,0,0
2544,23,High,Fisherman,79,0,59,0,Aggressive,25,0,1,0,0
2545,42,Low,Scientist,97,0,21,0,Aggressive,11,0,1,0,0
2546,10,Middle,PokéMart Seller,17,0,27,0,Aggressive,20,0,1,0,0
2547,69,Middle,PokéMart Seller,94,0,39,0,Aggressive,5,0,1,0,0
2548,44,Middle,Researcher,86,0,50,0,Unpredictable,11,1,0,1,1
2549,53,High,Breeder,89,0,40,0,Aggressive,25,0,1,0,0
2550,60,Middle,Biker,99,0,30,0,Unpredictable,4,0,1,0,0
2551,37,Middle,Rocket Grunt,98,0,38,0,Defensive,13,0,1,0,0
2552,45,Low,Police Officer,12,0,22,0,Unpredictable,13,0,1,0,0
2553,51,Low,Casino Worker,73,0,85,0,Unpredictable,13,0,1,0,0
2554,42,Low,PokéMart Seller,68,0,51,0,Defensive,8,0,1,0,0
2555,23,Middle,Gym Leader Assistant,86,0,40,0,Aggressive,15,0,1,0,0
2556,63,Low,Biker,28,0,38,0,Defensive,12,0,1,0,0
2557,59,Low,PokéMart Seller,15,0,75,0,Defensive,9,0,1,0,0
2558,35,Low,Gym Leader Assistant,74,0,84,0,Aggressive,8,0,1,0,0
2559,13,Middle,PokéMart Seller,99,0,21,0,Defensive,19,0,1,0,0
2560,38,Middle,Scientist,74,0,37,0,Aggressive,14,0,1,0,0
2561,34,High,Elite Trainer,48,1,33,1,Aggressive,27,0,0,1,1
2562,29,Low,Champion,29,0,37,0,Unpredictable,3,0,1,0,0
2563,36,Middle,Underground Battler,93,0,58,0,Aggressive,10,0,1,0,0
2564,62,Middle,Nurse,30,0,73,0,Unpredictable,10,0,1,0,0
2565,30,Middle,Nurse,12,0,34,0,Defensive,2,0,1,0,0
2566,69,Low,PokéMart Seller,47,0,26,0,Aggressive,5,0,1,0,0
2567,38,Low,Researcher,97,0,39,0,Defensive,13,0,1,0,0
2568,48,Middle,Rocket Grunt,90,0,32,0,Aggressive,18,0,1,0,0
2569,52,Low,Breeder,50,0,82,0,Aggressive,23,0,1,0,0
2570,63,Middle,PokéMart Seller,42,0,41,0,Unpredictable,14,0,1,0,0
2571,60,Middle,Breeder,33,0,44,0,Aggressive,1,0,1,0,0
2572,11,Middle,Rocket Grunt,10,0,80,0,Aggressive,23,0,1,0,0
2573,23,Middle,Nurse,26,0,39,0,Unpredictable,21,0,1,0,0
2574,44,High,Champion,39,0,70,0,Aggressive,23,0,1,0,0
2575,36,Middle,Daycare Worker,73,0,55,0,Unpredictable,9,0,1,0,0
2576,60,High,Nurse,87,0,56,0,Defensive,5,0,1,0,0
2577,55,Middle,Police Officer,32,0,31,0,Aggressive,1,0,1,0,0
2578,61,High,Rocket Grunt,17,0,70,0,Unpredictable,0,0,1,0,0
2579,59,Low,Fisherman,9,0,64,1,Defensive,25,0,0,1,1
2580,16,Middle,Biker,71,0,43,0,Aggressive,5,0,1,0,0
2581,47,Low,Underground Battler,58,0,27,0,Defensive,8,0,1,0,0
2582,56,Middle,Breeder,44,0,62,0,Aggressive,4,0,1,0,0
2583,59,Middle,Fisherman,89,0,44,0,Defensive,23,0,1,0,0
2584,13,High,Breeder,97,1,66,0,Aggressive,22,0,1,1,1
2585,47,Middle,Scientist,16,0,39,0,Defensive,9,0,1,0,0
2586,60,Low,Gym Leader Assistant,16,0,46,0,Unpredictable,21,0,0,1,1
2587,45,Low,Champion,27,0,45,0,Aggressive,6,0,1,0,0
2588,69,Middle,Researcher,76,0,59,0,Aggressive,8,0,1,0,0
2589,65,Middle,Underground Battler,14,0,39,0,Unpredictable,6,0,1,0,0
2590,57,Middle,Casino Worker,42,0,73,0,Aggressive,21,1,0,1,1
2591,29,High,Underground Battler,6,0,75,0,Defensive,13,0,1,0,0
2592,10,Low,Elite Trainer,72,0,77,0,Aggressive,24,0,1,0,0
2593,42,Low,Underground Battler,58,0,35,0,Aggressive,15,0,1,0,0
2594,61,Middle,Champion,53,0,73,0,Defensive,8,0,1,0,0
2595,28,Middle,Underground Battler,17,0,61,0,Unpredictable,12,0,1,0,0
2596,35,Middle,Researcher,26,0,29,0,Aggressive,8,0,1,0,0
2597,33,Middle,Underground Battler,56,0,55,0,Unpredictable,7,0,1,0,0
2598,18,Low,Rocket Grunt,38,0,31,0,Unpredictable,18,0,1,0,0
2599,34,Low,Elite Trainer,43,0,21,0,Unpredictable,3,0,1,0,0
2600,66,Middle,Nurse,81,0,20,0,Aggressive,22,0,1,0,0
2601,45,Low,Biker,15,0,45,0,Aggressive,4,0,1,0,0
2602,69,High,Underground Battler,42,0,84,0,Aggressive,13,0,1,0,0
2603,60,Low,Biker,81,0,55,0,Unpredictable,9,0,1,0,0
2604,61,Middle,Nurse,49,0,39,0,Defensive,4,0,1,0,0
2605,46,High,Scientist,57,0,80,0,Defensive,3,0,1,0,0
2606,61,Middle,Gym Leader Assistant,31,0,85,0,Unpredictable,8,0,1,0,0
2607,13,Middle,Underground Battler,5,0,41,0,Aggressive,20,0,1,0,0
2608,31,High,Biker,63,0,47,0,Defensive,4,0,1,0,0
2609,70,High,Gym Leader Assistant,51,0,47,0,Unpredictable,18,0,1,0,0
2610,55,Low,Black Market Dealer,33,0,23,0,Unpredictable,12,0,1,0,0
2611,42,Low,Black Market Dealer,73,0,81,0,Unpredictable,5,0,1,0,0
2612,17,Low,Champion,21,0,25,0,Unpredictable,11,0,1,0,0
2613,47,Low,Casino Worker,47,0,41,0,Aggressive,17,0,1,0,0
2614,47,Low,PokéMart Seller,90,0,30,0,Unpredictable,8,0,1,0,0
2615,55,Middle,Breeder,95,0,85,0,Aggressive,1,0,1,0,0
2616,65,Low,Gym Leader Assistant,26,0,28,0,Aggressive,5,0,1,0,0
2617,55,Low,Police Officer,52,0,44,0,Aggressive,4,0,1,0,0
2618,58,High,Biker,77,0,21,0,Aggressive,25,0,1,0,0
2619,33,Middle,Biker,38,1,81,0,Defensive,6,1,0,1,1
2620,33,Low,Gym Leader Assistant,59,0,23,0,Unpredictable,21,0,1,0,0
2621,39,Low,Gym Leader Assistant,77,0,27,0,Unpredictable,25,0,1,0,0
2622,26,Low,Elite Trainer,92,0,58,0,Unpredictable,26,0,0,1,1
2623,29,Low,Rocket Grunt,70,0,26,0,Defensive,25,0,1,0,0
2624,67,Low,Biker,77,1,67,0,Aggressive,9,1,0,1,1
2625,46,Middle,Elite Trainer,82,0,25,0,Unpredictable,10,0,1,0,0
2626,58,Middle,Elite Trainer,20,0,54,0,Unpredictable,22,0,1,0,0
2627,41,Low,Rocket Grunt,76,0,83,0,Aggressive,8,0,1,0,0
2628,25,Middle,Champion,58,1,79,0,Aggressive,6,1,0,1,1
2629,27,High,Police Officer,76,0,39,0,Unpredictable,8,0,1,0,0
2630,13,Middle,Black Market Dealer,74,0,88,0,Aggressive,25,0,0,1,1
2631,16,Middle,Researcher,66,0,74,1,Unpredictable,30,0,0,1,1
2632,61,Middle,Daycare Worker,5,0,44,0,Defensive,14,0,1,0,0
2633,16,Middle,Fisherman,89,0,31,0,Unpredictable,4,0,1,0,0
2634,47,Middle,Biker,24,0,33,0,Unpredictable,22,0,1,0,0
2635,21,Middle,Daycare Worker,13,1,78,0,Unpredictable,13,0,1,1,1
2636,18,Middle,Researcher,73,0,55,0,Unpredictable,3,0,1,0,0
2637,21,High,Police Officer,78,0,27,0,Defensive,0,0,1,0,0
2638,10,Low,Biker,15,0,57,0,Defensive,2,0,1,0,0
2639,43,High,Researcher,8,0,84,0,Defensive,6,0,1,0,0
2640,30,Middle,Researcher,53,0,83,0,Aggressive,20,0,1,0,0
2641,52,High,Police Officer,93,1,62,0,Unpredictable,4,1,0,1,1
2642,48,Middle,Scientist,16,0,62,0,Aggressive,12,0,1,0,0
2643,21,Middle,Gym Leader Assistant,60,0,84,0,Unpredictable,25,0,1,0,0
2644,28,Low,Champion,84,0,49,0,Unpredictable,25,0,1,0,0
2645,51,High,Breeder,8,0,78,0,Unpredictable,5,0,1,0,0
2646,61,Middle,Scientist,14,0,60,0,Unpredictable,25,0,1,0,0
2647,30,Middle,Nurse,84,0,27,0,Defensive,4,0,1,0,0
2648,52,Middle,Black Market Dealer,94,0,60,0,Unpredictable,14,0,1,0,0
2649,41,Middle,Breeder,38,0,71,0,Aggressive,30,0,0,1,1
2650,57,High,Champion,60,1,64,0,Unpredictable,28,1,1,1,1
2651,34,High,Scientist,25,0,29,0,Unpredictable,18,0,1,0,0
2652,30,Middle,Gym Leader Assistant,44,0,50,0,Aggressive,3,0,1,0,0
2653,64,Middle,Police Officer,10,0,57,0,Aggressive,10,0,1,0,0
2654,36,Low,Biker,59,0,75,0,Aggressive,18,0,1,0,0
2655,51,Middle,Biker,75,0,27,0,Aggressive,16,0,1,0,0
2656,26,Middle,Rocket Grunt,7,0,30,0,Defensive,17,1,1,1,0
2657,46,High,PokéMart Seller,56,0,44,0,Aggressive,2,0,1,0,0
2658,60,High,Elite Trainer,47,0,75,0,Defensive,18,0,1,0,0
2659,53,Middle,Police Officer,53,0,83,0,Unpredictable,22,0,1,0,0
2660,30,Low,Nurse,87,0,63,0,Defensive,13,0,1,0,0
2661,68,High,Researcher,42,0,65,0,Unpredictable,7,0,1,0,0
2662,46,Middle,PokéMart Seller,35,0,31,0,Defensive,0,0,1,0,0
2663,38,High,Champion,60,0,66,0,Aggressive,18,0,1,0,0
2664,14,Middle,Underground Battler,28,0,29,0,Unpredictable,20,0,1,0,0
2665,49,Middle,Breeder,65,0,37,0,Unpredictable,23,0,1,0,0
2666,13,High,Elite Trainer,95,0,65,0,Aggressive,17,0,1,0,0
2667,31,Low,Champion,32,0,52,0,Defensive,3,0,1,0,0
2668,23,High,Underground Battler,69,0,80,0,Defensive,18,0,1,0,0
2669,29,Low,Scientist,13,0,84,0,Aggressive,0,0,1,0,0
2670,24,Middle,Underground Battler,38,0,37,0,Aggressive,13,0,1,0,0
2671,53,Low,Biker,97,1,87,0,Aggressive,26,1,0,1,0
2672,66,High,Police Officer,30,1,44,0,Aggressive,12,0,0,1,1
2673,64,Low,Casino Worker,9,1,67,0,Defensive,30,0,0,1,0
2674,69,Low,Elite Trainer,90,0,49,0,Unpredictable,13,0,1,0,0
2675,26,Low,Police Officer,48,0,33,0,Aggressive,10,0,1,0,0
2676,32,High,Underground Battler,50,0,72,0,Defensive,19,0,1,0,0
2677,64,Low,Elite Trainer,72,0,48,0,Defensive,5,0,1,0,0
2678,51,Low,Black Market Dealer,67,0,79,0,Unpredictable,15,0,1,0,0
2679,15,Middle,Champion,39,0,44,0,Defensive,25,0,1,0,0
2680,64,High,Biker,16,0,55,0,Unpredictable,15,0,1,0,0
2681,24,Low,Daycare Worker,91,0,58,0,Defensive,20,0,1,0,0
2682,17,High,Biker,16,0,71,0,Aggressive,4,0,1,0,0
2683,48,Middle,Casino Worker,85,0,84,0,Unpredictable,6,0,1,0,0
2684,48,High,Underground Battler,74,0,61,0,Defensive,22,0,1,0,0
2685,48,High,Gym Leader Assistant,26,0,34,0,Defensive,3,0,1,0,0
2686,68,Middle,Fisherman,29,0,57,0,Defensive,13,0,1,0,0
2687,18,High,Police Officer,70,0,83,0,Unpredictable,20,0,1,0,0
2688,20,Middle,Fisherman,22,0,71,0,Defensive,2,0,1,0,0
2689,37,Middle,Elite Trainer,9,0,69,0,Unpredictable,3,0,1,0,0
2690,40,Middle,Breeder,89,0,82,0,Defensive,8,1,0,1,0
2691,40,Middle,Champion,86,0,60,0,Aggressive,7,0,1,0,0
2692,15,Middle,Daycare Worker,41,1,34,0,Aggressive,13,0,0,1,1
2693,66,Low,Rocket Grunt,100,1,85,0,Defensive,28,1,0,1,1
2694,46,Low,Breeder,72,0,43,0,Defensive,15,0,1,0,0
2695,51,Middle,Scientist,50,0,32,0,Unpredictable,6,0,0,1,1
2696,34,Low,Police Officer,51,0,79,0,Defensive,18,0,1,0,0
2697,48,Low,Underground Battler,99,0,34,0,Defensive,2,0,1,0,0
2698,30,High,Champion,89,0,29,0,Defensive,16,0,1,0,0
2699,17,High,Researcher,33,0,78,0,Aggressive,14,1,0,1,1
2700,63,High,Underground Battler,57,0,40,0,Defensive,14,0,1,0,0
2701,18,Middle,Gym Leader Assistant,83,0,27,0,Aggressive,14,0,1,0,0
2702,14,Middle,Black Market Dealer,75,0,47,0,Defensive,12,0,1,0,0
2703,50,High,Breeder,24,0,37,0,Unpredictable,27,1,0,1,1
2704,47,Middle,Gym Leader Assistant,27,0,46,0,Aggressive,11,0,1,0,0
2705,36,Low,Biker,17,1,87,0,Unpredictable,19,0,1,1,1
2706,38,High,Breeder,89,0,40,0,Aggressive,16,0,1,0,0
2707,27,Middle,Researcher,59,0,30,0,Defensive,2,0,1,0,0
2708,53,Middle,Scientist,26,0,30,0,Unpredictable,19,0,1,0,0
2709,28,Low,Police Officer,74,0,33,0,Defensive,14,0,1,0,0
2710,27,Low,PokéMart Seller,39,0,40,0,Defensive,13,0,1,0,0
2711,63,Low,Police Officer,79,0,81,0,Unpredictable,16,0,1,0,0
2712,58,High,Breeder,76,0,26,0,Aggressive,18,0,1,0,0
2713,60,Middle,Elite Trainer,31,1,64,0,Unpredictable,9,0,0,1,1
2714,39,Middle,Rocket Grunt,53,1,75,0,Aggressive,5,1,1,1,1
2715,20,High,Elite Trainer,43,0,55,0,Unpredictable,24,0,1,0,0
2716,68,Low,Underground Battler,56,0,71,0,Aggressive,3,0,1,0,0
2717,41,Middle,Scientist,53,0,55,0,Aggressive,12,0,1,0,0
2718,44,Middle,PokéMart Seller,78,0,85,0,Defensive,13,0,1,0,0
2719,42,Middle,Black Market Dealer,84,0,64,0,Aggressive,17,0,1,0,0
2720,44,Low,Champion,99,0,64,0,Aggressive,24,0,1,0,0
2721,28,High,Scientist,32,0,48,0,Defensive,12,0,1,0,0
2722,30,Middle,PokéMart Seller,61,0,61,0,Aggressive,2,0,1,0,0
2723,48,High,Champion,39,0,47,0,Unpredictable,18,0,1,0,0
2724,64,Low,Scientist,73,0,81,0,Unpredictable,9,0,1,0,0
2725,67,Low,Breeder,63,0,83,0,Unpredictable,14,0,1,0,0
2726,40,Low,Nurse,100,0,76,0,Aggressive,6,0,1,0,0
2727,27,Middle,Researcher,37,0,21,0,Aggressive,4,0,1,0,0
2728,67,Low,Daycare Worker,9,0,85,0,Aggressive,19,0,1,0,0
2729,12,Middle,Biker,100,0,33,0,Defensive,4,0,1,0,0
2730,24,Middle,Underground Battler,72,0,58,0,Aggressive,7,0,1,0,0
2731,44,Low,Champion,37,0,32,0,Defensive,5,0,1,0,0
2732,53,Middle,Nurse,59,0,34,0,Aggressive,18,0,1,0,0
2733,20,Middle,Gym Leader Assistant,85,0,60,0,Unpredictable,23,0,1,0,0
2734,19,Low,Casino Worker,26,0,50,0,Defensive,21,0,1,0,0
2735,52,Middle,Casino Worker,90,0,44,0,Defensive,5,0,1,0,0
2736,25,Middle,Biker,62,0,41,0,Defensive,12,0,1,0,0
2737,22,Low,Elite Trainer,36,0,81,0,Unpredictable,22,0,1,0,0
2738,34,Low,Researcher,51,0,72,0,Defensive,24,0,1,0,0
2739,48,Middle,Underground Battler,68,0,42,0,Unpredictable,18,0,1,0,0
2740,13,Low,Daycare Worker,24,0,55,0,Defensive,7,0,1,0,0
2741,41,Middle,Police Officer,67,0,58,0,Unpredictable,9,0,1,0,0
2742,56,Middle,Elite Trainer,52,0,82,0,Defensive,10,0,1,0,0
2743,44,Middle,Underground Battler,41,0,36,0,Defensive,12,0,1,0,0
2744,26,Low,Scientist,57,0,42,0,Defensive,19,0,1,0,0
2745,31,Middle,Breeder,28,0,24,0,Aggressive,0,0,1,0,0
2746,50,Low,Daycare Worker,8,0,64,0,Aggressive,18,0,1,0,0
2747,11,Low,Breeder,7,0,31,0,Aggressive,7,0,1,0,0
2748,51,Low,Gym Leader Assistant,20,0,82,0,Aggressive,2,0,1,0,0
2749,45,Low,Champion,43,0,62,0,Defensive,13,0,1,0,0
2750,38,Middle,Scientist,62,0,64,0,Aggressive,22,0,1,0,0
2751,49,Middle,Underground Battler,39,0,79,0,Defensive,1,0,1,0,0
2752,34,Low,PokéMart Seller,33,1,34,0,Aggressive,29,0,0,1,1
2753,67,High,Elite Trainer,97,0,60,0,Unpredictable,2,0,1,0,0
2754,10,Middle,Biker,73,0,52,0,Defensive,20,0,1,0,0
2755,57,Middle,Casino Worker,71,0,75,0,Defensive,5,0,1,0,0
2756,56,Middle,Champion,20,0,74,0,Defensive,7,0,1,1,1
2757,34,Low,Rocket Grunt,58,0,33,0,Unpredictable,6,0,1,0,0
2758,27,Middle,Casino Worker,5,0,42,0,Unpredictable,15,0,0,1,1
2759,25,Middle,Breeder,96,0,44,0,Unpredictable,2,0,1,0,0
2760,24,Low,Underground Battler,27,0,44,0,Unpredictable,16,0,1,0,0
2761,62,Middle,Biker,26,0,30,0,Unpredictable,4,0,1,0,0
2762,20,Middle,Elite Trainer,72,0,42,0,Unpredictable,2,0,1,0,0
